SaleId,Category,Product,Qty,Sale,Currency
Japan_TX71,Tshirts,Tshirts 4,49.0,,JPY
Japan_TX72,Perfumes,Perfumes 4,45.0,,JPY
Japan_TX73,Water Bottles,Water Bottles 4,,1178.51,JPY
Japan_TX74,Tshirts,Tshirts 1,3.0,531.81,JPY
Japan_TX75,Water Bottles,Water Bottles 4,28.0,771.79,JPY
Japan_TX76,Smart Phone,,27.0,875.27,JPY
Japan_TX77,Smart Phone,Smart Phone 5,35.0,1164.86,JPY
Japan_TX78,Tshirts,Tshirts 6,45.0,787.88,JPY
Japan_TX79,Jeans,Jeans 1,26.0,1178.94,JPY
Japan_TX80,Perfumes,,,509.57,JPY
Japan_TX81,,,5.0,1197.65,JPY
Japan_TX82,Perfumes,Perfumes 2,17.0,643.53,JPY
Japan_TX83,Perfumes,Perfumes 6,40.0,750.71,JPY
Japan_TX84,Jeans,Jeans 6,12.0,1177.58,JPY
Japan_TX85,,,17.0,520.15,JPY
Japan_TX86,Perfumes,Perfumes 3,38.0,1186.32,JPY
Japan_TX87,Jeans,Jeans 3,,883.21,JPY
Japan_TX88,Smart Phone,Smart Phone 2,5.0,821.54,JPY
Japan_TX89,Tshirts,Tshirts 5,2.0,943.38,JPY
Japan_TX90,Shoes,Shoes 3,8.0,987.55,JPY
Japan_TX91,Shoes,Shoes 2,19.0,741.56,JPY
Japan_TX92,Water Bottles,,41.0,1125.95,JPY
Japan_TX93,Jeans,Jeans 1,,981.45,JPY
Japan_TX94,Shoes,Shoes 5,,559.16,JPY
Japan_TX95,Smart Phone,Smart Phone 6,28.0,823.77,JPY
Japan_TX96,Water Bottles,Water Bottles 3,47.0,1024.73,JPY
Japan_TX97,,,38.0,669.73,JPY
Japan_TX98,Perfumes,Perfumes 1,22.0,583.83,JPY
Japan_TX99,Smart Phone,Smart Phone 2,45.0,908.94,JPY
Japan_TX100,Tshirts,Tshirts 2,6.0,925.29,JPY
Japan_TX101,Shoes,Shoes 5,22.0,755.75,JPY
Japan_TX102,Water Bottles,Water Bottles 6,24.0,556.16,JPY
Japan_TX103,Perfumes,Perfumes 6,28.0,503.71,JPY
Japan_TX104,Water Bottles,Water Bottles 3,2.0,900.13,JPY
Japan_TX105,Smart Phone,Smart Phone 2,19.0,1015.37,JPY
Japan_TX106,Tshirts,Tshirts 6,11.0,724.45,JPY
Japan_TX107,Water Bottles,Water Bottles 2,10.0,725.65,JPY
Japan_TX108,Tshirts,Tshirts 1,11.0,924.27,JPY
Japan_TX109,Tshirts,Tshirts 4,14.0,1193.65,JPY
Japan_TX110,Shoes,,22.0,,JPY
Japan_TX111,Shoes,Shoes 6,35.0,1070.2,JPY
Japan_TX112,Jeans,Jeans 1,25.0,816.36,JPY
Japan_TX113,Shoes,Shoes 1,15.0,748.75,JPY
Japan_TX114,Jeans,Jeans 3,6.0,939.4,JPY
Japan_TX115,Smart Phone,Smart Phone 5,30.0,1052.02,JPY
Japan_TX116,Tshirts,Tshirts 3,4.0,1033.72,JPY
Japan_TX117,Tshirts,Tshirts 5,36.0,922.77,JPY
Japan_TX118,Perfumes,Perfumes 4,2.0,,JPY
Japan_TX119,Smart Phone,Smart Phone 3,20.0,1135.92,JPY
Japan_TX120,Jeans,Jeans 4,40.0,928.02,JPY
Japan_TX121,,,12.0,1143.13,JPY
Japan_TX122,Perfumes,Perfumes 2,31.0,796.89,JPY
Japan_TX123,Tshirts,Tshirts 1,21.0,630.42,JPY
Japan_TX124,Tshirts,Tshirts 3,21.0,1020.97,JPY
Japan_TX125,Tshirts,,25.0,1146.07,JPY
Japan_TX126,Shoes,Shoes 1,44.0,673.76,JPY
Japan_TX127,Smart Phone,Smart Phone 1,43.0,509.17,JPY
Japan_TX128,Tshirts,Tshirts 1,22.0,,JPY
Japan_TX129,Tshirts,Tshirts 5,19.0,827.76,JPY
Japan_TX130,Perfumes,Perfumes 3,,817.3,JPY
Japan_TX131,Smart Phone,Smart Phone 6,4.0,1103.25,JPY
Japan_TX132,Jeans,Jeans 6,33.0,,JPY
Japan_TX133,Jeans,Jeans 1,3.0,970.32,JPY
Japan_TX134,,,47.0,1121.22,JPY
Japan_TX135,Jeans,Jeans 6,46.0,778.03,JPY
Japan_TX136,Perfumes,Perfumes 2,,,JPY
Japan_TX137,Shoes,Shoes 3,18.0,1072.21,JPY
Japan_TX138,Jeans,Jeans 3,12.0,741.63,JPY
Japan_TX139,Tshirts,Tshirts 4,22.0,579.97,JPY
Japan_TX140,Shoes,Shoes 1,17.0,879.14,JPY
Japan_TX141,Tshirts,Tshirts 3,26.0,620.18,JPY
Japan_TX142,Shoes,Shoes 5,41.0,887.92,JPY
Japan_TX143,Jeans,Jeans 5,,1130.01,JPY
Japan_TX144,Jeans,Jeans 1,10.0,793.14,JPY
Japan_TX145,Jeans,Jeans 2,43.0,563.24,JPY
Japan_TX146,Perfumes,Perfumes 3,49.0,927.28,JPY
Japan_TX147,Water Bottles,Water Bottles 1,47.0,916.55,JPY
Japan_TX148,,,45.0,936.33,JPY
Japan_TX149,Tshirts,,25.0,918.8,JPY
Japan_TX150,Shoes,Shoes 5,,503.68,JPY
Japan_TX151,Perfumes,,17.0,812.2,JPY
Japan_TX152,Water Bottles,Water Bottles 3,21.0,1006.87,JPY
Japan_TX153,Tshirts,Tshirts 4,26.0,,JPY
Japan_TX154,Jeans,Jeans 1,21.0,719.0,JPY
Japan_TX155,Tshirts,Tshirts 2,29.0,1103.43,JPY
Japan_TX156,Jeans,Jeans 1,24.0,584.4,JPY
Japan_TX157,,,40.0,783.14,JPY
Japan_TX158,Tshirts,Tshirts 6,18.0,798.77,JPY
Japan_TX159,Jeans,,30.0,,JPY
Japan_TX160,Jeans,Jeans 3,,,JPY
Japan_TX161,,,,,JPY
Japan_TX162,Smart Phone,Smart Phone 2,,865.76,JPY
Japan_TX163,Tshirts,Tshirts 6,4.0,912.38,JPY
Japan_TX164,Perfumes,Perfumes 1,24.0,1169.49,JPY
Japan_TX165,Perfumes,,46.0,1132.61,JPY
Japan_TX166,Smart Phone,,29.0,925.42,JPY
Japan_TX167,Jeans,,41.0,1045.71,JPY
Japan_TX168,Perfumes,Perfumes 1,20.0,621.73,JPY
Japan_TX169,Jeans,Jeans 1,32.0,936.06,JPY
Japan_TX170,Tshirts,Tshirts 6,11.0,685.92,JPY
Japan_TX171,Tshirts,,42.0,958.67,JPY
Japan_TX172,Shoes,Shoes 4,8.0,534.15,JPY
Japan_TX173,Perfumes,Perfumes 5,13.0,846.6,JPY
Japan_TX174,Perfumes,Perfumes 3,34.0,1105.15,JPY
Japan_TX175,Shoes,Shoes 4,48.0,1085.91,JPY
Japan_TX176,Jeans,Jeans 3,7.0,1172.92,JPY
Japan_TX177,Jeans,Jeans 3,39.0,1072.58,JPY
Japan_TX178,Perfumes,Perfumes 2,46.0,891.89,JPY
Japan_TX179,Jeans,Jeans 5,6.0,512.9,JPY
Japan_TX180,Jeans,Jeans 4,37.0,1156.06,JPY
Japan_TX181,Jeans,Jeans 1,17.0,742.12,JPY
Japan_TX182,Shoes,Shoes 6,29.0,953.3,JPY
Japan_TX183,Smart Phone,,,842.05,JPY
Japan_TX184,Jeans,,34.0,798.33,JPY
Japan_TX185,Perfumes,Perfumes 4,47.0,958.16,JPY
Japan_TX186,Tshirts,Tshirts 4,47.0,946.97,JPY
Japan_TX187,Tshirts,Tshirts 3,38.0,649.17,JPY
Japan_TX188,,,12.0,830.07,JPY
Japan_TX189,Smart Phone,Smart Phone 1,,817.59,JPY
Japan_TX190,Shoes,Shoes 4,,931.66,JPY
Japan_TX191,Tshirts,,44.0,890.89,JPY
Japan_TX192,Smart Phone,,2.0,717.25,JPY
Japan_TX193,Perfumes,,46.0,1005.32,JPY
Japan_TX194,Tshirts,Tshirts 6,11.0,573.45,JPY
Japan_TX195,Tshirts,Tshirts 6,20.0,1043.06,JPY
Japan_TX196,Tshirts,Tshirts 1,30.0,,JPY
Japan_TX197,,,2.0,640.6,JPY
Japan_TX198,Jeans,,40.0,994.53,JPY
Japan_TX199,,,39.0,709.19,JPY
Japan_TX200,Jeans,Jeans 4,7.0,887.1,JPY
Japan_TX201,Water Bottles,Water Bottles 3,,807.03,JPY
Japan_TX202,Smart Phone,Smart Phone 5,19.0,735.83,JPY
Japan_TX203,Perfumes,Perfumes 3,6.0,659.92,JPY
Japan_TX204,Tshirts,Tshirts 4,35.0,792.88,JPY
Japan_TX205,Smart Phone,Smart Phone 5,24.0,742.15,JPY
Japan_TX206,Smart Phone,Smart Phone 2,32.0,520.58,JPY
Japan_TX207,Smart Phone,Smart Phone 2,39.0,914.65,JPY
Japan_TX208,Smart Phone,Smart Phone 2,15.0,1043.2,JPY
Japan_TX209,Water Bottles,Water Bottles 4,2.0,1098.07,JPY
Japan_TX210,Water Bottles,,14.0,751.46,JPY
Japan_TX211,Water Bottles,Water Bottles 1,2.0,506.32,JPY
Japan_TX212,Smart Phone,Smart Phone 5,31.0,551.45,JPY
Japan_TX213,Jeans,Jeans 4,1.0,911.52,JPY
Japan_TX214,Tshirts,Tshirts 4,43.0,964.66,JPY
Japan_TX215,Tshirts,Tshirts 4,6.0,578.34,JPY
Japan_TX216,Jeans,Jeans 5,29.0,657.29,JPY
Japan_TX217,Shoes,Shoes 1,12.0,1190.64,JPY
Japan_TX218,Shoes,,29.0,818.32,JPY
Japan_TX219,Jeans,Jeans 6,45.0,1157.87,JPY
Japan_TX220,Jeans,Jeans 5,5.0,678.71,JPY
Japan_TX221,Jeans,Jeans 6,17.0,1105.23,JPY
Japan_TX222,Shoes,Shoes 6,1.0,961.22,JPY
Japan_TX223,Perfumes,Perfumes 6,6.0,1106.51,JPY
Japan_TX224,Perfumes,Perfumes 5,11.0,782.9,JPY
Japan_TX225,Water Bottles,Water Bottles 2,41.0,1108.23,JPY
Japan_TX226,Water Bottles,Water Bottles 1,1.0,777.32,JPY
Japan_TX227,Smart Phone,Smart Phone 1,49.0,510.27,JPY
Japan_TX228,Water Bottles,Water Bottles 2,3.0,1166.03,JPY
Japan_TX229,Smart Phone,,12.0,868.64,JPY
Japan_TX230,Smart Phone,Smart Phone 6,44.0,512.76,JPY
Japan_TX231,Perfumes,Perfumes 1,15.0,835.43,JPY
Japan_TX232,Water Bottles,Water Bottles 5,27.0,872.58,JPY
Japan_TX233,Jeans,Jeans 2,13.0,585.32,JPY
Japan_TX234,Smart Phone,Smart Phone 5,49.0,679.59,JPY
Japan_TX235,Smart Phone,,44.0,,JPY
Japan_TX236,Shoes,,21.0,659.66,JPY
Japan_TX237,Jeans,Jeans 1,8.0,889.65,JPY
Japan_TX238,Smart Phone,Smart Phone 3,39.0,566.87,JPY
Japan_TX239,Tshirts,Tshirts 5,35.0,831.02,JPY
Japan_TX240,Water Bottles,,28.0,946.57,JPY
Japan_TX241,Perfumes,Perfumes 6,35.0,973.09,JPY
Japan_TX242,Perfumes,Perfumes 1,,1073.09,JPY
Japan_TX243,Water Bottles,Water Bottles 5,,,JPY
Japan_TX244,Shoes,Shoes 1,41.0,809.69,JPY
Japan_TX245,Smart Phone,Smart Phone 3,8.0,955.61,JPY
Japan_TX246,Perfumes,Perfumes 6,23.0,754.06,JPY
Japan_TX247,Water Bottles,Water Bottles 6,36.0,944.47,JPY
Japan_TX248,Jeans,,16.0,,JPY
Japan_TX249,Smart Phone,Smart Phone 6,28.0,514.02,JPY
Japan_TX250,Smart Phone,Smart Phone 6,6.0,1051.53,JPY
Japan_TX251,Perfumes,Perfumes 6,14.0,659.15,JPY
Japan_TX252,Tshirts,,9.0,1077.7,JPY
Japan_TX253,Jeans,Jeans 6,43.0,896.6,JPY
Japan_TX254,Smart Phone,Smart Phone 2,45.0,1114.58,JPY
Japan_TX255,Water Bottles,Water Bottles 4,15.0,621.47,JPY
Japan_TX256,Jeans,Jeans 2,25.0,835.55,JPY
Japan_TX257,Water Bottles,Water Bottles 6,3.0,1077.64,JPY
Japan_TX258,Jeans,,,1174.18,JPY
Japan_TX259,Smart Phone,Smart Phone 6,29.0,948.58,JPY
Japan_TX260,Water Bottles,Water Bottles 3,5.0,821.86,JPY
Japan_TX261,,,31.0,1188.58,JPY
Japan_TX262,Shoes,,46.0,984.51,JPY
Japan_TX263,,,39.0,662.85,JPY
Japan_TX264,Perfumes,Perfumes 4,37.0,814.85,JPY
Japan_TX265,Shoes,Shoes 6,22.0,674.01,JPY
Japan_TX266,Perfumes,,10.0,632.79,JPY
Japan_TX267,Perfumes,,21.0,545.23,JPY
Japan_TX268,,,49.0,818.06,JPY
Japan_TX269,Perfumes,Perfumes 4,48.0,833.21,JPY
Japan_TX270,Smart Phone,Smart Phone 2,13.0,571.5,JPY
Japan_TX271,Tshirts,Tshirts 4,,1151.22,JPY
Japan_TX272,Perfumes,Perfumes 2,22.0,929.75,JPY
Japan_TX273,,,19.0,1191.79,JPY
Japan_TX274,Perfumes,,1.0,,JPY
Japan_TX275,,,,1016.26,JPY
Japan_TX276,Water Bottles,Water Bottles 4,7.0,748.39,JPY
Japan_TX277,Perfumes,Perfumes 2,,,JPY
Japan_TX278,Tshirts,Tshirts 2,,682.5,JPY
Japan_TX279,,,10.0,704.98,JPY
Japan_TX280,Water Bottles,Water Bottles 4,10.0,1149.66,JPY
Japan_TX281,Tshirts,Tshirts 6,25.0,691.65,JPY
Japan_TX282,Smart Phone,Smart Phone 6,,970.02,JPY
Japan_TX283,Tshirts,Tshirts 2,21.0,1023.73,JPY
Japan_TX284,Smart Phone,,22.0,1156.17,JPY
Japan_TX285,,,29.0,564.31,JPY
Japan_TX286,Shoes,Shoes 4,43.0,1020.4,JPY
Japan_TX287,Water Bottles,Water Bottles 5,,1114.0,JPY
Japan_TX288,Jeans,Jeans 1,3.0,569.42,JPY
Japan_TX289,Jeans,Jeans 1,46.0,631.62,JPY
Japan_TX290,Perfumes,Perfumes 4,,524.72,JPY
Japan_TX291,Water Bottles,Water Bottles 5,11.0,1089.38,JPY
Japan_TX292,Shoes,Shoes 4,4.0,1120.34,JPY
Japan_TX293,Perfumes,Perfumes 6,21.0,,JPY
Japan_TX294,Smart Phone,Smart Phone 4,7.0,949.63,JPY
Japan_TX295,,,4.0,,JPY
Japan_TX296,Water Bottles,Water Bottles 4,49.0,604.3,JPY
Japan_TX297,Smart Phone,Smart Phone 6,36.0,808.14,JPY
Japan_TX298,Tshirts,Tshirts 2,49.0,1014.96,JPY
Japan_TX299,Smart Phone,Smart Phone 1,4.0,624.78,JPY
Japan_TX300,Water Bottles,Water Bottles 1,5.0,753.56,JPY
Japan_TX301,Perfumes,Perfumes 6,45.0,1150.73,JPY
Japan_TX302,Shoes,Shoes 6,5.0,630.27,JPY
Japan_TX303,Jeans,Jeans 4,4.0,,JPY
Japan_TX304,Shoes,Shoes 1,,,JPY
Japan_TX305,Smart Phone,Smart Phone 4,36.0,,JPY
Japan_TX306,Jeans,Jeans 4,28.0,1182.38,JPY
Japan_TX307,Jeans,Jeans 6,,523.53,JPY
Japan_TX308,,,21.0,787.77,JPY
Japan_TX309,Jeans,Jeans 3,15.0,775.41,JPY
Japan_TX310,Water Bottles,Water Bottles 2,5.0,638.67,JPY
Japan_TX311,Shoes,Shoes 5,41.0,,JPY
Japan_TX312,Jeans,,33.0,580.34,JPY
Japan_TX313,Jeans,Jeans 6,34.0,,JPY
Japan_TX314,Tshirts,Tshirts 5,48.0,568.29,JPY
Japan_TX315,Shoes,Shoes 6,47.0,1064.48,JPY
Japan_TX316,Shoes,Shoes 5,4.0,863.57,JPY
Japan_TX317,Perfumes,Perfumes 4,27.0,892.13,JPY
Japan_TX318,Tshirts,,,1136.45,JPY
Japan_TX319,Smart Phone,Smart Phone 4,43.0,1175.13,JPY
Japan_TX320,Jeans,,41.0,944.21,JPY
Japan_TX321,Water Bottles,Water Bottles 2,6.0,721.73,JPY
Japan_TX322,Shoes,Shoes 3,33.0,523.37,JPY
Japan_TX323,Smart Phone,Smart Phone 5,6.0,1099.81,JPY
Japan_TX324,Shoes,Shoes 1,21.0,726.11,JPY
Japan_TX325,Jeans,Jeans 3,3.0,1003.55,JPY
Japan_TX326,Water Bottles,Water Bottles 3,29.0,1142.75,JPY
Japan_TX327,Smart Phone,Smart Phone 3,44.0,750.46,JPY
Japan_TX328,Shoes,Shoes 6,21.0,561.03,JPY
Japan_TX329,Shoes,Shoes 1,18.0,955.8,JPY
Japan_TX330,Water Bottles,Water Bottles 4,15.0,521.78,JPY
Japan_TX331,Jeans,Jeans 4,6.0,659.03,JPY
Japan_TX332,Shoes,Shoes 1,15.0,523.23,JPY
Japan_TX333,Water Bottles,Water Bottles 4,39.0,541.37,JPY
Japan_TX334,Shoes,Shoes 3,,772.83,JPY
Japan_TX335,Water Bottles,Water Bottles 6,30.0,835.35,JPY
Japan_TX336,,,14.0,696.03,JPY
Japan_TX337,Shoes,Shoes 3,9.0,1187.26,JPY
Japan_TX338,Tshirts,Tshirts 1,47.0,652.91,JPY
Japan_TX339,Smart Phone,,33.0,710.89,JPY
Japan_TX340,Shoes,Shoes 6,4.0,,JPY
Japan_TX341,Jeans,Jeans 6,16.0,1056.2,JPY
Japan_TX342,,,46.0,865.01,JPY
Japan_TX343,,,3.0,1016.3,JPY
Japan_TX344,Tshirts,Tshirts 1,,517.6,JPY
Japan_TX345,Smart Phone,Smart Phone 6,41.0,615.38,JPY
Japan_TX346,Perfumes,Perfumes 4,4.0,592.19,JPY
Japan_TX347,Smart Phone,Smart Phone 6,24.0,1020.52,JPY
Japan_TX348,Water Bottles,,17.0,,JPY
Japan_TX349,Shoes,Shoes 4,29.0,935.76,JPY
Japan_TX350,Perfumes,Perfumes 1,38.0,534.65,JPY
Japan_TX351,Smart Phone,Smart Phone 2,49.0,777.76,JPY
Japan_TX352,,,24.0,,JPY
Japan_TX353,Perfumes,Perfumes 1,,531.4,JPY
Japan_TX354,Water Bottles,Water Bottles 4,8.0,999.82,JPY
Japan_TX355,Tshirts,Tshirts 4,8.0,501.47,JPY
Japan_TX356,Tshirts,Tshirts 2,4.0,819.37,JPY
Japan_TX357,Shoes,Shoes 4,12.0,,JPY
Japan_TX358,Jeans,Jeans 1,11.0,851.51,JPY
Japan_TX359,Tshirts,Tshirts 4,6.0,1131.72,JPY
Japan_TX360,,,40.0,986.42,JPY
Japan_TX361,Shoes,Shoes 5,37.0,891.05,JPY
Japan_TX362,Tshirts,,43.0,971.08,JPY
Japan_TX363,Perfumes,Perfumes 6,34.0,815.09,JPY
Japan_TX364,Tshirts,Tshirts 3,36.0,868.07,JPY
Japan_TX365,Smart Phone,Smart Phone 4,,1162.65,JPY
Japan_TX366,Jeans,Jeans 4,,1054.2,JPY
Japan_TX367,Tshirts,Tshirts 5,48.0,1191.63,JPY
Japan_TX368,Smart Phone,Smart Phone 2,24.0,1174.81,JPY
Japan_TX369,Shoes,Shoes 3,42.0,719.24,JPY
Japan_TX370,Perfumes,Perfumes 5,37.0,719.78,JPY
Japan_TX371,Smart Phone,Smart Phone 1,13.0,606.11,JPY
Japan_TX372,,,22.0,607.9,JPY
Japan_TX373,Jeans,Jeans 5,3.0,681.53,JPY
Japan_TX374,Tshirts,Tshirts 4,11.0,743.09,JPY
Japan_TX375,Perfumes,Perfumes 2,17.0,710.34,JPY
Japan_TX376,Jeans,Jeans 5,5.0,880.12,JPY
Japan_TX377,Shoes,Shoes 3,47.0,591.46,JPY
Japan_TX378,Smart Phone,,41.0,1160.83,JPY
Japan_TX379,Shoes,Shoes 4,32.0,711.71,JPY
Japan_TX380,Shoes,Shoes 3,17.0,1186.52,JPY
Japan_TX381,Shoes,Shoes 4,35.0,576.48,JPY
Japan_TX382,Tshirts,Tshirts 1,19.0,679.23,JPY
Japan_TX383,,,31.0,1033.82,JPY
Japan_TX384,Water Bottles,Water Bottles 6,21.0,1063.11,JPY
Japan_TX385,Water Bottles,Water Bottles 3,8.0,562.87,JPY
Japan_TX386,,,,943.03,JPY
Japan_TX387,,,,1075.35,JPY
Japan_TX388,Tshirts,Tshirts 2,23.0,554.35,JPY
Japan_TX389,Water Bottles,,8.0,1065.76,JPY
Japan_TX390,Jeans,,38.0,553.8,JPY
Japan_TX391,Jeans,Jeans 6,,,JPY
Japan_TX392,Smart Phone,Smart Phone 3,14.0,686.32,JPY
Japan_TX393,,,39.0,948.33,JPY
Japan_TX394,Perfumes,Perfumes 3,22.0,1003.85,JPY
Japan_TX395,Jeans,Jeans 6,,669.35,JPY
Japan_TX396,Smart Phone,Smart Phone 6,4.0,1042.74,JPY
Japan_TX397,Water Bottles,Water Bottles 2,41.0,722.31,JPY
Japan_TX398,,,26.0,915.44,JPY
Japan_TX399,Jeans,Jeans 6,29.0,1078.7,JPY
Japan_TX400,Tshirts,Tshirts 4,18.0,803.67,JPY
Japan_TX401,Smart Phone,Smart Phone 1,26.0,1151.12,JPY
Japan_TX402,Jeans,Jeans 5,13.0,694.91,JPY
Japan_TX403,Smart Phone,Smart Phone 6,20.0,950.9,JPY
Japan_TX404,,,48.0,1106.07,JPY
Japan_TX405,Jeans,Jeans 3,7.0,791.55,JPY
Japan_TX406,Jeans,Jeans 1,22.0,974.47,JPY
Japan_TX407,Jeans,Jeans 4,28.0,536.54,JPY
Japan_TX408,Water Bottles,Water Bottles 4,,,JPY
Japan_TX409,Tshirts,Tshirts 2,47.0,510.29,JPY
Japan_TX410,Jeans,,10.0,,JPY
Japan_TX411,Water Bottles,Water Bottles 6,29.0,1174.45,JPY
Japan_TX412,Water Bottles,Water Bottles 4,17.0,1183.21,JPY
Japan_TX413,Perfumes,,41.0,685.91,JPY
Japan_TX414,,,33.0,656.28,JPY
Japan_TX415,Smart Phone,,36.0,1115.48,JPY
Japan_TX416,Shoes,Shoes 1,45.0,712.04,JPY
Japan_TX417,,,34.0,831.38,JPY
Japan_TX418,,,4.0,1159.91,JPY
Japan_TX419,Smart Phone,Smart Phone 4,17.0,637.08,JPY
Japan_TX420,Jeans,Jeans 3,11.0,869.09,JPY
Japan_TX421,Smart Phone,Smart Phone 1,38.0,828.99,JPY
Japan_TX422,Tshirts,Tshirts 2,5.0,661.18,JPY
Japan_TX423,,,38.0,669.33,JPY
Japan_TX424,Perfumes,Perfumes 6,22.0,882.8,JPY
Japan_TX425,Water Bottles,Water Bottles 6,44.0,972.04,JPY
Japan_TX426,Shoes,Shoes 3,44.0,637.85,JPY
Japan_TX427,Shoes,Shoes 1,37.0,915.49,JPY
Japan_TX428,,,26.0,,JPY
Japan_TX429,Perfumes,Perfumes 2,43.0,1184.12,JPY
Japan_TX430,Perfumes,Perfumes 6,47.0,820.76,JPY
Japan_TX431,Smart Phone,Smart Phone 6,44.0,,JPY
Japan_TX432,,,28.0,944.05,JPY
Japan_TX433,Smart Phone,Smart Phone 3,27.0,,JPY
Japan_TX434,Perfumes,,27.0,846.27,JPY
Japan_TX435,Tshirts,Tshirts 4,35.0,,JPY
Japan_TX436,Jeans,Jeans 2,29.0,751.0,JPY
Japan_TX437,Jeans,Jeans 2,23.0,654.6,JPY
Japan_TX438,,,,1106.74,JPY
Japan_TX439,Perfumes,Perfumes 3,21.0,1031.14,JPY
Japan_TX440,Smart Phone,Smart Phone 2,21.0,1076.21,JPY
Japan_TX441,Jeans,Jeans 5,48.0,1098.52,JPY
Japan_TX442,Tshirts,Tshirts 2,37.0,566.54,JPY
