SaleId,Category,Product,Qty,Sale,Currency
Japan_TX74,Perfumes,Perfumes 1,21.0,1054.11,JPY
Japan_TX75,Tshirts,Tshirts 5,39.0,539.11,JPY
Japan_TX76,Shoes,Shoes 3,47.0,1033.06,JPY
Japan_TX77,Smart Phone,Smart Phone 6,,550.93,JPY
Japan_TX78,Jeans,Jeans 2,,,JPY
Japan_TX79,Shoes,Shoes 5,17.0,1190.2,JPY
Japan_TX80,Smart Phone,Smart Phone 4,,890.88,JPY
Japan_TX81,Shoes,Shoes 3,3.0,783.64,JPY
Japan_TX82,Water Bottles,,41.0,976.73,JPY
Japan_TX83,Smart Phone,Smart Phone 4,33.0,1174.26,JPY
Japan_TX84,Smart Phone,Smart Phone 5,,869.39,JPY
Japan_TX85,Shoes,Shoes 4,20.0,,JPY
Japan_TX86,Tshirts,Tshirts 1,3.0,531.81,JPY
Japan_TX87,Smart Phone,Smart Phone 6,28.0,618.78,JPY
Japan_TX88,Smart Phone,Smart Phone 2,28.0,,JPY
Japan_TX89,Tshirts,Tshirts 3,17.0,787.84,JPY
Japan_TX90,Perfumes,Perfumes 5,35.0,1164.86,JPY
Japan_TX91,Perfumes,Perfumes 2,,886.11,JPY
Japan_TX92,Perfumes,,1.0,1189.7,JPY
Japan_TX93,Shoes,Shoes 1,27.0,544.46,JPY
Japan_TX94,Tshirts,Tshirts 1,,,JPY
Japan_TX95,Smart Phone,Smart Phone 5,23.0,1161.34,JPY
Japan_TX96,Jeans,Jeans 5,46.0,692.31,JPY
Japan_TX97,Smart Phone,Smart Phone 1,34.0,579.49,JPY
Japan_TX98,Jeans,Jeans 6,12.0,1177.58,JPY
Japan_TX99,Water Bottles,Water Bottles 1,47.0,1049.27,JPY
Japan_TX100,Water Bottles,Water Bottles 3,34.0,912.94,JPY
Japan_TX101,Water Bottles,Water Bottles 3,38.0,1137.33,JPY
Japan_TX102,Water Bottles,Water Bottles 3,29.0,1148.61,JPY
Japan_TX103,Jeans,Jeans 4,34.0,743.19,JPY
Japan_TX104,Water Bottles,Water Bottles 3,,589.63,JPY
Japan_TX105,Shoes,Shoes 4,25.0,831.77,JPY
Japan_TX106,Perfumes,Perfumes 5,19.0,741.56,JPY
Japan_TX107,Jeans,Jeans 5,5.0,644.43,JPY
Japan_TX108,Jeans,Jeans 2,9.0,,JPY
Japan_TX109,Tshirts,Tshirts 6,48.0,,JPY
Japan_TX110,Jeans,Jeans 1,15.0,1146.83,JPY
Japan_TX111,Water Bottles,Water Bottles 6,45.0,,JPY
Japan_TX112,Shoes,Shoes 3,46.0,521.33,JPY
Japan_TX113,Jeans,Jeans 3,25.0,627.6,JPY
Japan_TX114,Tshirts,Tshirts 6,44.0,740.05,JPY
Japan_TX115,Tshirts,Tshirts 3,18.0,,JPY
Japan_TX116,Water Bottles,Water Bottles 1,42.0,754.16,JPY
Japan_TX117,Jeans,Jeans 3,45.0,1153.58,JPY
Japan_TX118,Perfumes,Perfumes 6,48.0,630.6,JPY
Japan_TX119,Water Bottles,Water Bottles 1,,787.28,JPY
Japan_TX120,Smart Phone,Smart Phone 6,28.0,503.71,JPY
Japan_TX121,Water Bottles,Water Bottles 6,2.0,900.13,JPY
Japan_TX122,Shoes,Shoes 5,4.0,855.33,JPY
Japan_TX123,Tshirts,Tshirts 1,38.0,608.05,JPY
Japan_TX124,Smart Phone,Smart Phone 3,,594.09,JPY
Japan_TX125,Jeans,Jeans 5,20.0,977.05,JPY
Japan_TX126,Tshirts,Tshirts 6,30.0,1095.51,JPY
Japan_TX127,Smart Phone,Smart Phone 6,11.0,626.86,JPY
Japan_TX128,Shoes,Shoes 6,,1079.56,JPY
Japan_TX129,Perfumes,Perfumes 6,37.0,965.64,JPY
Japan_TX130,Jeans,Jeans 1,25.0,816.36,JPY
Japan_TX131,Water Bottles,Water Bottles 5,23.0,904.24,JPY
Japan_TX132,Tshirts,Tshirts 2,40.0,879.99,JPY
Japan_TX133,Water Bottles,Water Bottles 3,15.0,846.8,JPY
Japan_TX134,Water Bottles,Water Bottles 4,33.0,1045.0,JPY
Japan_TX135,Tshirts,,10.0,1028.24,JPY
Japan_TX136,Water Bottles,Water Bottles 4,15.0,604.94,JPY
Japan_TX137,Smart Phone,Smart Phone 2,,895.86,JPY
Japan_TX138,Jeans,Jeans 5,10.0,659.15,JPY
Japan_TX139,Jeans,Jeans 4,40.0,928.02,JPY
Japan_TX140,Smart Phone,Smart Phone 4,4.0,516.12,JPY
Japan_TX141,Jeans,Jeans 2,,,JPY
Japan_TX142,Water Bottles,Water Bottles 6,1.0,1189.39,JPY
Japan_TX143,Water Bottles,Water Bottles 1,40.0,765.51,JPY
Japan_TX144,Perfumes,Perfumes 4,26.0,778.72,JPY
Japan_TX145,Tshirts,Tshirts 6,18.0,1142.92,JPY
Japan_TX146,Shoes,,24.0,615.86,JPY
Japan_TX147,Perfumes,Perfumes 1,43.0,509.17,JPY
Japan_TX148,Perfumes,Perfumes 1,49.0,1102.44,JPY
Japan_TX149,Perfumes,Perfumes 1,30.0,646.93,JPY
Japan_TX150,Shoes,Shoes 6,45.0,1085.6,JPY
Japan_TX151,Shoes,,47.0,874.12,JPY
Japan_TX152,Tshirts,Tshirts 6,4.0,1103.25,JPY
Japan_TX153,Shoes,Shoes 2,34.0,517.77,JPY
Japan_TX154,Smart Phone,Smart Phone 5,3.0,970.32,JPY
Japan_TX155,Perfumes,Perfumes 1,3.0,889.71,JPY
Japan_TX156,Jeans,Jeans 6,46.0,778.03,JPY
Japan_TX157,Perfumes,Perfumes 6,48.0,,JPY
Japan_TX158,Jeans,,19.0,1113.51,JPY
Japan_TX159,Perfumes,Perfumes 2,5.0,681.6,JPY
Japan_TX160,Jeans,Jeans 4,37.0,886.43,JPY
Japan_TX161,Jeans,Jeans 3,22.0,579.97,JPY
Japan_TX162,Water Bottles,Water Bottles 6,32.0,515.73,JPY
Japan_TX163,Water Bottles,Water Bottles 2,39.0,951.54,JPY
Japan_TX164,Water Bottles,Water Bottles 2,34.0,512.87,JPY
Japan_TX165,Jeans,Jeans 2,38.0,,JPY
Japan_TX166,Perfumes,Perfumes 2,42.0,684.58,JPY
Japan_TX167,Water Bottles,Water Bottles 2,7.0,1086.67,JPY
Japan_TX168,Perfumes,Perfumes 2,2.0,1016.62,JPY
Japan_TX169,Shoes,,29.0,702.09,JPY
Japan_TX170,Smart Phone,Smart Phone 3,47.0,594.5,JPY
Japan_TX171,Tshirts,Tshirts 4,43.0,1168.67,JPY
Japan_TX172,Shoes,Shoes 2,9.0,,JPY
Japan_TX173,Tshirts,Tshirts 5,42.0,553.15,JPY
Japan_TX174,Jeans,Jeans 4,38.0,752.68,JPY
Japan_TX175,Smart Phone,Smart Phone 1,10.0,864.91,JPY
Japan_TX176,Smart Phone,Smart Phone 3,21.0,1006.87,JPY
Japan_TX177,Water Bottles,Water Bottles 2,15.0,536.12,JPY
Japan_TX178,Jeans,,7.0,889.06,JPY
Japan_TX179,Water Bottles,Water Bottles 6,7.0,1147.08,JPY
Japan_TX180,Jeans,Jeans 5,30.0,,JPY
Japan_TX181,Shoes,Shoes 2,14.0,661.01,JPY
Japan_TX182,Smart Phone,Smart Phone 3,40.0,783.14,JPY
Japan_TX183,Tshirts,Tshirts 6,18.0,798.77,JPY
Japan_TX184,Smart Phone,Smart Phone 3,30.0,,JPY
Japan_TX185,Perfumes,Perfumes 3,,,JPY
Japan_TX186,Perfumes,Perfumes 5,,906.53,JPY
Japan_TX187,Smart Phone,Smart Phone 2,,865.76,JPY
Japan_TX188,Tshirts,Tshirts 3,30.0,1000.89,JPY
Japan_TX189,Perfumes,,,799.44,JPY
Japan_TX190,Tshirts,Tshirts 4,37.0,562.59,JPY
Japan_TX191,Water Bottles,Water Bottles 6,13.0,1020.35,JPY
Japan_TX192,Smart Phone,Smart Phone 4,45.0,532.86,JPY
Japan_TX193,Tshirts,Tshirts 1,6.0,940.84,JPY
Japan_TX194,Tshirts,Tshirts 4,42.0,843.83,JPY
Japan_TX195,Tshirts,Tshirts 3,47.0,,JPY
Japan_TX196,Smart Phone,Smart Phone 2,3.0,833.67,JPY
Japan_TX197,Shoes,Shoes 4,,1152.11,JPY
Japan_TX198,Shoes,,15.0,,JPY
Japan_TX199,Shoes,Shoes 2,37.0,978.28,JPY
Japan_TX200,Perfumes,Perfumes 2,32.0,1134.56,JPY
Japan_TX201,Shoes,Shoes 2,13.0,1115.04,JPY
Japan_TX202,Shoes,Shoes 4,48.0,1085.91,JPY
Japan_TX203,Tshirts,Tshirts 4,38.0,1117.15,JPY
Japan_TX204,Perfumes,Perfumes 3,42.0,734.58,JPY
Japan_TX205,Water Bottles,Water Bottles 2,14.0,681.08,JPY
Japan_TX206,Jeans,Jeans 6,41.0,681.86,JPY
Japan_TX207,Smart Phone,,48.0,1032.72,JPY
Japan_TX208,Jeans,Jeans 2,15.0,571.76,JPY
Japan_TX209,Smart Phone,Smart Phone 4,,995.72,JPY
Japan_TX210,Water Bottles,Water Bottles 6,26.0,,JPY
Japan_TX211,Jeans,Jeans 5,35.0,768.53,JPY
Japan_TX212,Perfumes,,15.0,676.76,JPY
Japan_TX213,Jeans,Jeans 2,17.0,1097.95,JPY
Japan_TX214,Perfumes,Perfumes 4,47.0,958.16,JPY
Japan_TX215,Shoes,Shoes 6,28.0,1136.67,JPY
Japan_TX216,Perfumes,Perfumes 6,5.0,786.53,JPY
Japan_TX217,Smart Phone,Smart Phone 2,49.0,757.97,JPY
Japan_TX218,Smart Phone,Smart Phone 4,17.0,,JPY
Japan_TX219,Shoes,Shoes 4,,705.92,JPY
Japan_TX220,Smart Phone,Smart Phone 4,25.0,,JPY
Japan_TX221,Tshirts,Tshirts 4,38.0,612.58,JPY
Japan_TX222,Water Bottles,Water Bottles 5,8.0,818.65,JPY
Japan_TX223,Perfumes,,46.0,1005.32,JPY
Japan_TX224,Shoes,Shoes 1,41.0,,JPY
Japan_TX225,Water Bottles,Water Bottles 1,46.0,849.22,JPY
Japan_TX226,Water Bottles,Water Bottles 1,32.0,550.69,JPY
Japan_TX227,Tshirts,,33.0,750.46,JPY
Japan_TX228,Jeans,Jeans 2,15.0,617.24,JPY
Japan_TX229,Tshirts,Tshirts 5,6.0,931.62,JPY
Japan_TX230,Tshirts,Tshirts 2,20.0,1070.38,JPY
Japan_TX231,Shoes,Shoes 4,22.0,950.5,JPY
Japan_TX232,Tshirts,Tshirts 6,,,JPY
Japan_TX233,Smart Phone,Smart Phone 5,19.0,735.83,JPY
Japan_TX234,Perfumes,Perfumes 3,6.0,659.92,JPY
Japan_TX235,Tshirts,Tshirts 4,35.0,792.88,JPY
Japan_TX236,Tshirts,Tshirts 1,31.0,1092.37,JPY
Japan_TX237,Perfumes,Perfumes 4,24.0,859.8,JPY
Japan_TX238,Tshirts,Tshirts 5,36.0,1130.49,JPY
Japan_TX239,Water Bottles,Water Bottles 3,12.0,826.07,JPY
Japan_TX240,Perfumes,Perfumes 3,36.0,625.78,JPY
Japan_TX241,Smart Phone,Smart Phone 2,5.0,,JPY
Japan_TX242,Tshirts,Tshirts 4,14.0,751.46,JPY
Japan_TX243,Jeans,,25.0,680.69,JPY
Japan_TX244,Perfumes,,12.0,1178.87,JPY
Japan_TX245,Shoes,Shoes 6,10.0,968.57,JPY
Japan_TX246,Tshirts,Tshirts 4,12.0,616.93,JPY
Japan_TX247,Smart Phone,Smart Phone 3,37.0,1047.25,JPY
Japan_TX248,Smart Phone,Smart Phone 6,20.0,539.96,JPY
Japan_TX249,Perfumes,Perfumes 5,35.0,1153.71,JPY
Japan_TX250,Perfumes,Perfumes 3,,1190.64,JPY
Japan_TX251,Shoes,,29.0,818.32,JPY
Japan_TX252,Shoes,Shoes 4,23.0,,JPY
Japan_TX253,Perfumes,Perfumes 2,8.0,565.73,JPY
Japan_TX254,Perfumes,Perfumes 5,47.0,1086.68,JPY
Japan_TX255,Jeans,Jeans 6,17.0,1105.23,JPY
Japan_TX256,Tshirts,,46.0,920.43,JPY
Japan_TX257,Water Bottles,Water Bottles 5,28.0,923.47,JPY
Japan_TX258,Tshirts,Tshirts 1,9.0,,JPY
Japan_TX259,Tshirts,Tshirts 2,46.0,806.72,JPY
Japan_TX260,Jeans,Jeans 1,45.0,584.15,JPY
Japan_TX261,Water Bottles,Water Bottles 5,12.0,894.41,JPY
Japan_TX262,Shoes,Shoes 1,32.0,659.09,JPY
Japan_TX263,Jeans,Jeans 6,2.0,765.85,JPY
Japan_TX264,Jeans,Jeans 2,29.0,766.14,JPY
Japan_TX265,Jeans,Jeans 4,43.0,1069.09,JPY
Japan_TX266,Jeans,Jeans 3,,505.29,JPY
Japan_TX267,Perfumes,Perfumes 1,15.0,835.43,JPY
Japan_TX268,Shoes,Shoes 5,46.0,1062.12,JPY
Japan_TX269,Shoes,Shoes 2,18.0,1183.71,JPY
Japan_TX270,Jeans,Jeans 3,44.0,867.61,JPY
Japan_TX271,Tshirts,Tshirts 2,20.0,1064.19,JPY
Japan_TX272,Tshirts,Tshirts 5,13.0,1073.43,JPY
Japan_TX273,Water Bottles,Water Bottles 2,10.0,752.54,JPY
Japan_TX274,Jeans,Jeans 1,37.0,1012.37,JPY
Japan_TX275,Smart Phone,Smart Phone 2,19.0,816.24,JPY
Japan_TX276,Jeans,Jeans 1,34.0,874.75,JPY
Japan_TX277,Water Bottles,,28.0,946.57,JPY
Japan_TX278,Tshirts,Tshirts 5,,692.18,JPY
Japan_TX279,Perfumes,Perfumes 2,39.0,511.07,JPY
Japan_TX280,Smart Phone,Smart Phone 4,42.0,1040.84,JPY
Japan_TX281,Smart Phone,,3.0,756.87,JPY
Japan_TX282,Water Bottles,Water Bottles 4,2.0,548.95,JPY
Japan_TX283,Perfumes,Perfumes 2,44.0,733.1,JPY
Japan_TX284,Water Bottles,,38.0,1011.46,JPY
Japan_TX285,Water Bottles,Water Bottles 6,36.0,944.47,JPY
Japan_TX286,Tshirts,Tshirts 2,,1029.31,JPY
Japan_TX287,Tshirts,Tshirts 4,30.0,779.52,JPY
Japan_TX288,Water Bottles,Water Bottles 4,30.0,936.51,JPY
Japan_TX289,Jeans,Jeans 1,12.0,996.12,JPY
Japan_TX290,Water Bottles,Water Bottles 2,41.0,,JPY
Japan_TX291,Shoes,Shoes 1,23.0,1111.34,JPY
Japan_TX292,Water Bottles,Water Bottles 3,37.0,850.81,JPY
Japan_TX293,Tshirts,Tshirts 2,30.0,1107.64,JPY
Japan_TX294,Water Bottles,Water Bottles 4,15.0,621.47,JPY
Japan_TX295,Jeans,Jeans 6,10.0,592.77,JPY
Japan_TX296,Water Bottles,Water Bottles 6,16.0,622.39,JPY
Japan_TX297,Shoes,Shoes 6,34.0,,JPY
Japan_TX298,Jeans,Jeans 4,,585.42,JPY
Japan_TX299,Smart Phone,Smart Phone 6,29.0,948.58,JPY
Japan_TX300,Perfumes,,23.0,542.94,JPY
Japan_TX301,Shoes,Shoes 1,,540.45,JPY
Japan_TX302,Tshirts,Tshirts 1,9.0,685.77,JPY
Japan_TX303,Smart Phone,Smart Phone 4,17.0,654.56,JPY
Japan_TX304,Perfumes,Perfumes 4,37.0,814.85,JPY
Japan_TX305,Perfumes,Perfumes 3,14.0,770.96,JPY
Japan_TX306,Perfumes,,27.0,1053.24,JPY
Japan_TX307,Perfumes,Perfumes 2,5.0,508.48,JPY
Japan_TX308,Jeans,Jeans 5,45.0,,JPY
Japan_TX309,Tshirts,Tshirts 4,21.0,568.66,JPY
Japan_TX310,Jeans,Jeans 2,18.0,763.12,JPY
Japan_TX311,Smart Phone,Smart Phone 2,13.0,571.5,JPY
Japan_TX312,Tshirts,Tshirts 2,29.0,1151.22,JPY
Japan_TX313,Smart Phone,Smart Phone 4,34.0,815.09,JPY
Japan_TX314,Tshirts,Tshirts 4,45.0,1016.2,JPY
Japan_TX315,Tshirts,Tshirts 5,,961.32,JPY
Japan_TX316,Shoes,,,1016.26,JPY
Japan_TX317,Jeans,Jeans 4,15.0,1048.69,JPY
Japan_TX318,Shoes,Shoes 5,32.0,,JPY
Japan_TX319,Jeans,,,706.81,JPY
Japan_TX320,Tshirts,Tshirts 2,,682.5,JPY
Japan_TX321,Tshirts,Tshirts 2,10.0,704.98,JPY
Japan_TX322,Jeans,Jeans 5,16.0,959.54,JPY
Japan_TX323,Shoes,,18.0,760.52,JPY
Japan_TX324,Shoes,Shoes 2,22.0,1149.82,JPY
Japan_TX325,Smart Phone,Smart Phone 6,,970.02,JPY
Japan_TX326,Water Bottles,Water Bottles 1,47.0,1028.53,JPY
Japan_TX327,Perfumes,Perfumes 6,7.0,537.7,JPY
Japan_TX328,Water Bottles,Water Bottles 1,29.0,575.56,JPY
Japan_TX329,Perfumes,Perfumes 3,15.0,1088.49,JPY
Japan_TX330,Perfumes,Perfumes 5,3.0,895.52,JPY
Japan_TX331,Perfumes,,25.0,612.05,JPY
Japan_TX332,Jeans,Jeans 1,3.0,569.42,JPY
Japan_TX333,Jeans,Jeans 1,46.0,631.62,JPY
Japan_TX334,Tshirts,Tshirts 1,22.0,1087.97,JPY
Japan_TX335,Smart Phone,Smart Phone 6,20.0,604.22,JPY
Japan_TX336,Water Bottles,Water Bottles 5,47.0,1005.45,JPY
Japan_TX337,Water Bottles,Water Bottles 5,40.0,520.35,JPY
Japan_TX338,Water Bottles,Water Bottles 1,17.0,836.68,JPY
Japan_TX339,Water Bottles,Water Bottles 5,4.0,,JPY
Japan_TX340,Jeans,Jeans 3,19.0,553.94,JPY
Japan_TX341,Water Bottles,Water Bottles 4,38.0,1077.59,JPY
Japan_TX342,Shoes,Shoes 4,49.0,562.02,JPY
Japan_TX343,Smart Phone,,47.0,1153.18,JPY
Japan_TX344,Perfumes,Perfumes 6,48.0,980.14,JPY
Japan_TX345,Water Bottles,Water Bottles 1,5.0,753.56,JPY
Japan_TX346,Jeans,Jeans 3,,691.15,JPY
Japan_TX347,Tshirts,Tshirts 3,42.0,657.88,JPY
Japan_TX348,Perfumes,Perfumes 5,21.0,838.08,JPY
Japan_TX349,Water Bottles,Water Bottles 6,35.0,1010.66,JPY
Japan_TX350,Water Bottles,,44.0,1025.96,JPY
Japan_TX351,Tshirts,Tshirts 6,42.0,683.19,JPY
Japan_TX352,Shoes,Shoes 6,16.0,800.22,JPY
Japan_TX353,Tshirts,Tshirts 4,36.0,,JPY
Japan_TX354,Smart Phone,Smart Phone 3,4.0,1040.3,JPY
Japan_TX355,Water Bottles,Water Bottles 2,11.0,892.12,JPY
Japan_TX356,Perfumes,,14.0,1186.91,JPY
Japan_TX357,Jeans,Jeans 2,49.0,1180.4,JPY
Japan_TX358,Smart Phone,Smart Phone 1,,792.59,JPY
Japan_TX359,Tshirts,Tshirts 1,34.0,879.78,JPY
Japan_TX360,Water Bottles,Water Bottles 2,,839.29,JPY
Japan_TX361,Perfumes,Perfumes 6,2.0,,JPY
Japan_TX362,Shoes,Shoes 6,47.0,1064.48,JPY
Japan_TX363,Jeans,Jeans 3,32.0,615.29,JPY
Japan_TX364,Smart Phone,Smart Phone 6,,961.74,JPY
Japan_TX365,Smart Phone,Smart Phone 3,40.0,1040.41,JPY
Japan_TX366,Jeans,,8.0,773.51,JPY
Japan_TX367,Shoes,Shoes 4,43.0,1175.13,JPY
Japan_TX368,Smart Phone,Smart Phone 4,36.0,718.64,JPY
Japan_TX369,Tshirts,Tshirts 6,42.0,890.47,JPY
Japan_TX370,Jeans,Jeans 3,27.0,1188.47,JPY
Japan_TX371,Tshirts,Tshirts 5,48.0,808.23,JPY
Japan_TX372,Water Bottles,Water Bottles 3,12.0,723.77,JPY
Japan_TX373,Tshirts,Tshirts 5,13.0,1197.95,JPY
Japan_TX374,Jeans,Jeans 3,3.0,1003.55,JPY
Japan_TX375,Jeans,Jeans 6,28.0,1073.34,JPY
Japan_TX376,Jeans,Jeans 4,11.0,956.17,JPY
Japan_TX377,Tshirts,Tshirts 2,12.0,621.63,JPY
Japan_TX378,Perfumes,Perfumes 2,21.0,1133.75,JPY
Japan_TX379,Shoes,Shoes 2,23.0,746.66,JPY
Japan_TX380,Perfumes,Perfumes 6,35.0,,JPY
Japan_TX381,Perfumes,Perfumes 2,28.0,616.99,JPY
Japan_TX382,Smart Phone,Smart Phone 3,25.0,752.26,JPY
Japan_TX383,Perfumes,,46.0,1132.53,JPY
Japan_TX384,Tshirts,Tshirts 3,,955.54,JPY
Japan_TX385,Water Bottles,Water Bottles 3,46.0,1105.19,JPY
Japan_TX386,Water Bottles,Water Bottles 6,20.0,,JPY
Japan_TX387,Water Bottles,Water Bottles 6,19.0,1078.23,JPY
Japan_TX388,Shoes,Shoes 4,14.0,713.33,JPY
Japan_TX389,Tshirts,Tshirts 4,38.0,547.84,JPY
Japan_TX390,Tshirts,Tshirts 1,25.0,551.97,JPY
Japan_TX391,Tshirts,Tshirts 6,4.0,1114.08,JPY
Japan_TX392,Perfumes,Perfumes 1,16.0,1056.2,JPY
Japan_TX393,Water Bottles,Water Bottles 3,21.0,544.55,JPY
Japan_TX394,Smart Phone,Smart Phone 4,9.0,968.44,JPY
Japan_TX395,Tshirts,,8.0,801.3,JPY
Japan_TX396,Smart Phone,Smart Phone 6,41.0,615.38,JPY
Japan_TX397,Water Bottles,Water Bottles 3,29.0,973.5,JPY
Japan_TX398,Smart Phone,Smart Phone 6,3.0,1165.37,JPY
Japan_TX399,Jeans,Jeans 1,23.0,1124.04,JPY
Japan_TX400,Jeans,Jeans 4,27.0,693.77,JPY
Japan_TX401,Tshirts,Tshirts 5,40.0,813.23,JPY
Japan_TX402,Smart Phone,Smart Phone 5,49.0,,JPY
Japan_TX403,Water Bottles,Water Bottles 4,26.0,806.98,JPY
Japan_TX404,Water Bottles,Water Bottles 6,9.0,699.19,JPY
Japan_TX405,Tshirts,Tshirts 3,41.0,,JPY
Japan_TX406,Shoes,,46.0,772.91,JPY
Japan_TX407,Shoes,Shoes 5,12.0,707.71,JPY
Japan_TX408,Jeans,Jeans 2,25.0,535.79,JPY
Japan_TX409,Perfumes,Perfumes 1,18.0,965.7,JPY
Japan_TX410,Tshirts,Tshirts 2,,884.71,JPY
Japan_TX411,Tshirts,,,1159.21,JPY
Japan_TX412,Perfumes,Perfumes 2,13.0,,JPY
Japan_TX413,Jeans,Jeans 1,28.0,946.51,JPY
Japan_TX414,Perfumes,Perfumes 6,30.0,508.19,JPY
Japan_TX415,Water Bottles,Water Bottles 3,45.0,1137.09,JPY
Japan_TX416,Water Bottles,Water Bottles 1,38.0,984.74,JPY
Japan_TX417,Jeans,Jeans 5,38.0,812.49,JPY
Japan_TX418,Jeans,Jeans 3,15.0,569.21,JPY
Japan_TX419,Shoes,Shoes 2,36.0,868.07,JPY
Japan_TX420,Jeans,Jeans 5,37.0,742.11,JPY
Japan_TX421,Smart Phone,Smart Phone 2,28.0,,JPY
Japan_TX422,Shoes,Shoes 1,5.0,1089.21,JPY
Japan_TX423,Smart Phone,Smart Phone 4,5.0,1184.22,JPY
Japan_TX424,Shoes,Shoes 4,,1147.95,JPY
